Los Tilos,Desde Tenerife. El hotel está en todo el centro entre la catedral y el Ayuntamiento. No tiene parking propio pero hay uno a unos escasos 50metros que por ser clientes del hotel tienes descuento.,good
Los Tilos,Un dos estrellas muy bueno. Lo que estábamos buscando céntrico limpio el personal super agradable un detalle.. Nada más aterrizar nos llamaron para saber como habíamos tenido el vuelo. Lo recomendaremos a todos nuestro amigos un 10.,good
Sercotel Gran Hotel Luna de Granada,Una estancia confortable cerca del centro. Estimado Chema ante todo agradecer su estancia con nosotros y tan positiva calificación de nuestro personal e instalaciones. Sentimos el inconveniente con la TV realmente debe ser una mala conexión de la antena a su TV pues no hemos tenido incidencias de otros huéspedes o cuando las hay suele ser que el cable no está bien conectado. Agradecemos sus apreciaciones y le esperamos en una futura ocasión. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Muy agradable. Estimado Manuel en nombre de todo el equipo le queremos agradecer que confiara su estancia en nosotros e incluso que exprese su intención de repetir. Ambos aspectos son muy importantes tanto para nosotros como para el resto de posibles huéspedes. Encantados de que vengan en un futuro les esperamos. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Magnífico hotel.. Estimado Juan M V es para nosotros muy motivador leer su comentario. Le queremos en nombre de todo el equipo agradecer que comparta su positiva experiencia en este foro que sin duda es de utilidad para otros posibles clientes. Esperamos poder volver a verles. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Hotelazo!!. Estimado Carlos nos congratula leer su reseña expresando su satisfacción con su estancia en nuestro establecimiento. Todo el personal se vuelca para que nuestros huéspedes tengan experiencias positivas tanto por instalaciones gastronomía o atención. Esperamos poder volver a verles en una futura ocasión. Afectuosamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
abba Granada Hotel,Comodo. Estimada Sonia,bad
Hotel Boutique Párraga Siete,Perfec. el hotel es muy lindo con una ubicacion muy buena (a una cuadra de la avenida principal) con lugares para ir a comer desayunar muy accesibles.,good
Hotel Inglaterra,UN HOTEL AGRADABLE Y MUY CENTRICO. Hotel de tres estrellas bien situado junto a la catedral de Granada y de precio bajo pero no por ello todo vale.,good
Hotel Inglaterra,Buena relacion calidad precio. Bien situado cerca de Catedral calle Elvira Plaza Nueva etc. Personal muy amable. Habitaciones un poco justas. Difícil acceso en coche. El Parking más cercano estaba lleno y tuvimos que aparcar a unos 15 minutos andando (Triunfo) precio pk por día 2280 euros!!!,good
Hotel Inglaterra,Situación Excepcional!. El que personal del hotel nos atendió de maravilla no nos pudieron dar cama de matrimonio y nos pusieron en una habitación súper tranquila con vista a la Alhambra. ,good
Hotel Inglaterra,Recomendable. El hotel es centrico a 5 minutos del albahicin al lado de los autobuses que te llevan a la alhambra y delante de la catedral rodeado de lugares para comer y comercios su decoracion no es muy moderna pero cumple perfectamente como hotel para hacer turismo su precio es contenido y el personal amable ademas pasan por delante de la puerta empresas de freetour que directamente te vienen a recoger satisfecho.,good
Hotel Inglaterra,Buen hotel horrible si vas en coche!!. Hotel muy adecuado para conocer la ciudad. Cerca de todo con muchas opciones interesantes para comer a pocos metros y con el autocar al aeropuerto de Granada a una calle. Habitaciones muy comodas (en nuestro caso exterior) y amplias. A pesar de estar en una calle con mucho ambiente nocturno las habitaciones están bien insonorizadas.  El desayuno correcto aunque se podría mejorar.,good
Senator Granada Spa Hotel,CASI NUESTRA SEGUNDA CASA. Estimado Huésped,good
Los Tilos,Buena ubicación. Hotel ubicado en la plaza de Birrambla a metros de la catedral en pleno centro de Granada. Habitación pequeña pero cómoda y limpia. Excelente desayuno buffet. Personal amable. Servicio de internet wi fi funciona correctamente. Muy buena relación calidad/precio.,good
Los Tilos,Mejor que algunos de 3 estrellas. Hotel muy céntrico muy limpio a un paso de de la Catedral el lugar esta lleno de terracitas muy recomendable!. La única pega difícil de encontrar en coche pero normal cuando no conoces la ciudad recomiendo llevar el camino muy bien estudiado nosotros nos equivocamos de parking el hotel tiene   parking concertados pero nosotros no lo encontramos. Pero en fin el hotel muy recomendable,good
Los Tilos,Olor a caño. Buenas días y gracias por su estancia entre nosotros.,good
Los Tilos,Muy buena opción en el centro de Granada. Nada más llegar al pasillo que daba a la habitación olia una peste a cañería considerable!!!! Entramos a la habitación y aún peor me daba vergüenza decírselo al chico de recepción pero es que era insoportable y subió y únicamente echó un bote de ambientador en la habitación y nos dijo q si seguía oliendo podríamos cambiar de habitación pero íbamos a visitar granada y ya lo dejamos!!! Nos costó 75 euros y para mí ...50 euros y bien pagados!!! La bañera de risa !!!!Lo único que se salvaba el desayuno!!,good
Los Tilos,Un dos estrellas que se merece tres. Ubicación inmejorable  en plena zona turística  multitud de restaurantes y puntos emblemáticos a su alrededor .Al encontrarse en una zona peatonal hay que ir caminando con las paletas desde alguno de los aprcamiento públicos con los que tienen convenio (recomendable llamar al hotel cuando lleguen a la ciudad para que les indique) .El personal sumamente atento . La habitación  amplia de buena calidad .,good
Senator Granada Spa Hotel,Otro año más... . Estimada huésped,good
Hotel Inglaterra,Sin dudarlo volverìa. Estuve a mediados de agosto y a pesar del calor que hacia en la ciudadel hotel tiene aire acondicionado.,good
Hotel Inglaterra,Cama de matrimonio muy pequeña.. Estimado cliente; Muchas gracias por tomarse su tiempo y darnos su opinión sobre el Hotel. Todas sus opiniones y sugerencias nos ayudan a mejorar. Nos alegra que nuestra ubicación haya sido de su agrado. Nos hubiera encantado saber con más exactitud el porqué de su afirmación de la imposibilidad para dormir para así poder haberle ofrecido una respuesta más exacta.   Permítanos por favor informarle que el hotel pasa revisiones diarias por parte del Departamento de SSTT del Hotel para comprobar que las instalaciones están en buen estado con la intención que los clientes tengan la mejor estancia posible en nuestro Hotel. El Parking San Agustín está a menos de cuatro minutos andando del Hotel y tenemos un precio concertado para los clientes del Hotel. Con este descuento el precio por noche es inferior a los parkings públicos de la zona.   Y sentimos que no pudiera detectar el cartel de recién hecho de nuestro desayuno buffet donde informamos de los platos calientes como los que echo en falta.  Un cordial Saludo.,good
Hotel Inglaterra,visita a granada. Es un hotel antiguo su ubicaciòn es inmejorable (casco antiguo de Granada) cerca de la Catedral de Granada de la alcaicerìa (donde hay muchas tiendas de recuerdos y artesanias) del Corral del carbòn donde pueden retirar la entradas que compraron a travès de la pàgina del Patronato de la Alhambra y pueden llegar hasta La Alhambra caminando unos 20 minutos. Asimismo està ubicado en una excelente zona de tapas y muy cerca a metros dirìa de la Avenida Gran vìa de Colòn. La atenciòn es excelente muy buena predisposiciòn del personal del hotel para indicarnos los lugares de interes que deseabamos conocer.,good
Hotel Inglaterra,Viejo incómodo y sucio. El hotel está en una ubicación excelente en una bocacalle a la Gran Vía justo enfrente de la Catedral. Las instalaciones el desayuno variado incluidos tés a granel y el horario de desayuno es amplio. Perfecta relación calidad-precio y el personal muy profesional y amable en especial la encargada de la sala de desayuno que era encantadora. Si hay que encontrarle un pero sería la ausencia de parking propio pero tienen un acuerdo con un parking cercano con una tarifa especial para clientes. Repetiré sin duda como opción de alojamiento al volver a Granada.,good
Hotel Inglaterra,Buena opción para alojarse en Granada. Imposible dormir con una mínima comodidad el resto correcto sin más.,good
Senator Granada Spa Hotel,Fin de semana entre amigos. Estimado cliente,good
abba Granada Hotel,Decepcionante hotel menos mal por el personal.. Estimado Sr. Lorenzo,bad
Senator Granada Spa Hotel,Buen hotel lejos del centro . Estimado Huésped,good
Senator Granada Spa Hotel,Me ha decepcionado su servicio. Falta personal.. Estimado Huésped,good
abba Granada Hotel,Muy bien. Estimada Sra. Marta,bad
Senator Granada Spa Hotel,HOTEL FAMILIAR. Estimado Huésped,good
Senator Granada Spa Hotel,No hemos aguantado ni un año sin volver... . Estimado Huésped,good
Los Tilos,Ha superado nuestras expectativas . Soy cliente asidua del Hotel desde hace años y siempre vuelvo porque la relación calidad-precio es espectacular. En una ubicación muy buena en pleno centro a pocos minutos andando de cualquier monumento o bus. Tienen una preciosa terraza con inmejorables vistas y las habitaciones están siempre muy limpias. Ni que decir tiene que tanto su gerente como el personal de recepción son encantadores. Volveré sin duda,good
Los Tilos,Genial ubicación y calidad precio. La ubicación es genial está en el centro pero no se puede pasar con el coche así que lo dejamos a unos 20min andando. No fue problema. Está súper limpio y arreglado las camas son cómodas nuestra habitación era una triple amplia y con luz. Tiene una terraza en el 4o piso con unas vistas preciosas y abajo al lado de recepción y del salón del desayuno una sala de estar con tele y sillones. Tiene mucho encanto. El aire acondicionado funciona bien y no es muy ruidoso la tv bien y el wifi perfecto. La ducha también genial. El desayuno está muy bien diferentes panes para tostar croissants embutido tomate rallado café infusiones colacao cereales mantequilla mermeladas huevos bacon fruta zumo...bastante variado. El personal es súper amable tiene recepción 24 horas y todos los recepcionistas son súper agradables. Volveremos sin duda.,good
Sercotel Gran Hotel Luna de Granada,Horrible. Estimado Enrique nos apena mucho su comentario además de sorprendernos siendo invitados de esa boda que comenta y sobre todo habiendo tenido simultáneamente 2 habitaciones a su disposición por los supuestos problemas con la calefacción. Como le comentamos la incidencia venía mas bien porque toda la programación que hacíamos desde la recepción quedaba anulada al quitar o poner la tarjeta en el tarjetero de la habitación y que da electricidad a todos los mecanismos. Ninguna otra habitación del hotel se quejó de frío durante esos días o si se quejó hicimos lo mismo que con usted que era programar la temperatura desde la recepción. Además en su caso el técnico también subió en las distintas ocasiones a comprobar que efectivamente el sistema funcionaba. Los compañeros de recepción estuvieron en todo momento pendientes de ustedes (por lo que he podido comprobar en los registros escritos de quejas y atenciones especiales a clientes). No obstante pedirle disculpas por no haber sabido cubrir sus expectativas le puedo asegurar que todas las gestiones hechas con usted han sido para que tuviera una estancia positiva. Sentimos su decisión sea la que comenta al final de la crítica no es lo habitual que nos ocurre.,bad
Sercotel Gran Hotel Luna de Granada,Visitar Alhambra . Estimados huéspedes nos congratula leer este comentario destacando a nuestro personal como principal activo del hotel. Le queremos agradecer que lo comparta en este foro y los emplazamos a una futura visita a nuestra ciudad y establecimiento. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Todo bien. Estimado Carlos para nosotros que exprese su deseo de repetir es la satisfacción mas grande que nos pueden escribir como comentario. Agradecemos lo comparta en este foro y que además destaque al personal y nuestro desayuno (dos aspectos que cuidamos mucho). Les esperamos. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Profesionales de alto nivel en el trato personal y en su trabajo diario. Estimado huésped nos halaga con su valoración y comentarios tan positivos de las instalaciones pero sobre todo por destacar a nuestro personal que realmente son el recurso mas importante del hotel. Esperamos poder volver a verle en una futura ocasión. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
abba Granada Hotel,Buen confort . Estimado huesped,bad
abba Granada Hotel,El parking fatal. Estimado cliente,bad
abba Granada Hotel,Discapacitados. Estimado Jorge,bad
abba Granada Hotel,LAS HABITACIONES APESTAN. Hemos disfrutado de unos estupendos días en la ciudad y en el hotel donde la amabilidad y la atención de toda la recepción ha sido excelente. Y ademas las habitaciones muy comodas y confortables. Sin duda pensaremos en el hotel abba granada para próximas ocasiones.,bad
abba Granada Hotel,Turismo Cultural. Estimado Sr. José Ángel,bad
Senator Granada Spa Hotel,FIN DE SEMANA GRANADINO. Estimado Huésped,good
Senator Granada Spa Hotel,Aislamiento y calefacción de la habitación deficientes. Estimado Huésped,good
Senator Granada Spa Hotel,Spa y masaje de revista. Estimada Huésped,good
Senator Granada Spa Hotel,No estuvo mal. Estimada Huésped,good
Hotel Inglaterra,Buena estancia. La situación impecable en todo el centro y todo al lado. El servicio genial y el desayuno muy completo. El único problema es que la habitación daba a una calle con bares y no estaba 100% insonorizada pero si lo suficiente como para poder dormir!,good
Senator Granada Spa Hotel,GRATA SORPRESA. Estimada Huésped,good
Los Tilos,Mejor de lo esperado. El hotel es correcto las habitaciones funcionales y sin lujos pero están bien.,good
Sercotel Gran Hotel Luna de Granada,Muy buen servicio . Estimado Jacob nos halaga que hayamos cubierto sus expectativas en tantos aspectos como comenta (tratamiento mascota evento alergias alimentarias y alojamiento). Realmente nos congratula y en nombre de todo el equipo le queremos agradecer que lo comparta en este foro tan importante y de referencia para otros posibles huéspedes. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Pequeños puntos de mejora.. Estimado huésped agradecer sus apreciaciones que efectivamente nos ayudan a mejorar día a día. De este comentario no podemos deducir qué tipo de habitación tenía contratada y por tanto no podemos saber si su insatisfacción con la cama procede de una cama single o matrimonial. No obstante comentarle que tenemos de 105 x 200 en cama individual y de matrimonio hasta las King size de 2 x 2. Si decidiera volver por favor no dude en comentar sus preferencias que estoy seguro podremos atenderlas. Atentamente Juan Manuel López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Vacaciones en granada. Estimado huésped nos congratula que hayamos cubierto sus expectativas con nuestro establecimiento. Es realmente motivador y sobre todo que destaque aspectos como el desayuno o nuestro personal (principal activo del hotel). Le damos las gracias y lo emplazamos a una futura visita. Afectuosamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Perfecto. Estimada Sonia ante todo agradecerle que nos haya recomendado en este foro y que su estancia haya sido agradable. Respecto a la ludoteca tenemos publicitado por nuestra web y dentro del hotel que abrimos fines de semana de manera habitual y ya en vacaciones escolares si la abrimos todos los días. La esperamos en una futura ocasión. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,Buen Hotel para pasar unos días. Estimado huésped es para nosotros muy halagador y motivador leer la reseña que comparte en este foro. Queremos en nombre de todo el personal transmitirle nuestro agradecimiento y emplazarles a una futura visita a nuestro establecimiento. Afectuosamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada.,bad
abba Granada Hotel,Perfecto para abogados. Estimado Juan,bad
Senator Granada Spa Hotel,Una estancia estupenda . Estimada Huésped,good
Senator Granada Spa Hotel,excelente como siempre. Estimado Huésped,good
Senator Granada Spa Hotel,Excelente también organizando un fin de año !.. Estimado Huésped,good
Senator Granada Spa Hotel,Finde. Estimado Huésped,good
Senator Granada Spa Hotel,Estancia adecuada para un 4 estrellas. Estimado Huésped,good
Hotel Inglaterra,Para repetir. Un hotel situado en pleno centro tranquilo y económico. Una estupenda opción para pasar unos días estupendos en Granada. ,good
Hotel Inglaterra,Muy buen precio y ubicación . La atención de todo el personal (desde recepcionistas a limpiadores fue excelente) la ubicación genial está a un minuto de la Catedral de Granada el hotel está muy limpio. Sin duda repetiría. Hotel tranquilo para poder descansar.,good
Los Tilos,Mejor que muchos 3 estrellas. Muchas grcais por su estancia entre nosotros.,good
Los Tilos,INOLVIDABLE GRANADA. Nos quedamos seis noches en Los Tilos y si algún día volviesemos a Granada repetiriamos. La habitación estaba impecable el servicio muy amable y atento y la ubicación excelente ya que puede ir a todas partes caminando.,good
Los Tilos,Mejor imposible. Ante todo le damos las gracias por su estancia entre nosotros.,good
Los Tilos,Todo un descubrimiento!. Estabamos de paso por Granada y decidimos alojarnos en el hotel Los Tilos en Granada. Las habitaciones muy limpias las camas una pasada de comodas ( viscoelasticas). Descansamos como en ningún otro hotel. El desayuno espectacular todo de muy buena calidad La atención muy amables en todo momento... Preciosas vistas y muy buena situación en pleno centro de Granada. Nuestra familia estamos de acuerdo en volver al mismo hotel en nuestras visitas a Granada. Recomendable 100%.,good
Sercotel Gran Hotel Luna de Granada,Esta excelente. Estimado huésped darle las gracias por su estancia y por compartir en este foro esta valoración tan positiva de nuestro establecimiento. Sin duda sus palabras son motivadoras y esperamos poder volver a verles en una futura ocasión.,bad
abba Granada Hotel,En la media de un cuatro estrellas. Estimado Huésped,bad
abba Granada Hotel,Excelente atencion y un ambiente calido. Estimada Liliana,bad
abba Granada Hotel,Buen hotel. Estimado huesped,bad
abba Granada Hotel,Perfecto para un finde. Estimado huésped,bad
Senator Granada Spa Hotel,Fantástico hotel. Estimado Huésped,good
Senator Granada Spa Hotel,Un lugar perfecto para una escapada perfecta. Estimado Huésped,good
Senator Granada Spa Hotel,Un dia de Relax a un precio inigualable. Estimado huésped,good
Hotel Inglaterra,Excelente ubicación excelente atención mas que recomendable!!. Fui con mi pareja a pasar 5 dias a granada al ser fecha sin fiestas de por medio el precio fue muy bajo aunque el parking no lo era y dejar el coche por alli cerca era imposible. Al llegara lli vimos que el hotel estaba situado en una zona perfecta entre la calle Elvira y Gran Via por lo que no nos hizo falta el coche para nada. Al llegar la noche y volver despues de un paseo nos tocó en la habitacion de al lado a un hombre que roncaba mas de la cuenta por lo que ni poniendo el hilo musical de la habitacion dejabamos de oir estos molestos ronquidos. Al ser las 3 o 4 de la madrugada baje a decirselo al chico de guardia y amablemente me cambio la habitacion sin poner ni una sola pega a la misma pero en la planta de arriba. Al quedarnos en silencion vimos que aun se oia el molesto sonido pero bastante mas flojo por lo que ya pudimos dormir esa noche. Eso si el aislante hacia la calle de lujo no se notaba ni el frio ni se oian siquiera los ruidos de la calle. Por lo que si es una buena fecha y los precios son buenos los recomendaria aunque mirare otros parkings cercanos.,good
Hotel Inglaterra,Muy buena opción en el centro de Granada. La ubicación del Hotel es inmejorable a 100 mts de la Catedral en la calle Cetie Meriem y a escasos setenta metros de la Gran Via Colón y a dos cuadras de la Avenida de los Reyes Católicos  y de Plaza Isabel la Católica donde hay gran variedad de comercios restaurantes confiterías etc. Este hotel construido  antes de la Segunda Guerra Mundial tiene características distintivas tanto en su construcción como mobiliario realmente es muy agradable un atrio  central donde convergen los pasillos de las amplias habitaciones muy cómodas y las que tienen orientación hacia la Carrera del Darro una espectacular vista a la Alhambra tuvimos ese privilegio la atención es esmerada el desayuno excelente muy variado y un café exquisito. Muy fácil de llegar desde el aeropuerto porque los micros urbanos desde el mismo dejan en la esquina del hotel y gran parte de  los lugares turísticos están al alcance de un caminata corta. Muy recomendable.,good
Hotel Inglaterra,La situación buenisima el hotel bastante mal.. Muy buen hotel. Es algo antiguo en su concepción pero las habitaciones son amplias con pequeño balcón a la calle y el baño es estupendo.,good
Hotel Inglaterra,NO PIDAS MÁS A UN HOTEL DE 3 ESTRELLAS. Estimado cliente; Muchas gracias por tomarse su tiempo y darnos su opinión sobre el Hotel. Todas sus opiniones y sugerencias nos ayudan a mejorar.  Nos alegra que nuestra ubicación hayan sido de su agrado. Permítanos informarle que el Hotel dispone de aire acondicionado tanto para frio o calor en buenas condiciones creemos que tal vez tuvo un problema con su funcionamiento lo que lo sentimos sinceramente.   Y existe un refuerzo en los meses de otoño e invierno de calefacción central para los baños de las habitaciones en las primeras horas de la mañana y de la tarde noche para el confort de todos nuestros clientes. Un cordial Saludo,good
Los Tilos,Muy satisfechos. Cuando se va a Granada el hotel debe ser solo sitio para descansar. Este hotel está en una de las mejores zonas de la ciudad por su situación. Tranquilo las camas muy comodas y cerca de todos los lugares turisticos y de copas. El personal es muy amable y el parking aunque no está muy cerca es económico.,good
Sercotel Gran Hotel Luna de Granada,"Amabilidad y confort. Estimado Ramón quiero transmitirle nuestro agradecimiento por dedicar unos minutos a hacer una reseña de nuestro establecimiento tan completa y sobre todo positiva destacando gastronomía o nuestro ""programa mascotas"".",bad
Sercotel Gran Hotel Luna de Granada,Excelente hotel. Estimada Aida su comentario y valoración son muy motivadoras para todo el equipo y quiero personalmente en nombre de todos agradecerle que las comparta en este foro. La esperamos con los brazos abiertos en una futura visita a nuestra ciudad. Afectuosamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada.,bad
Sercotel Gran Hotel Luna de Granada,Estuvimos agusto. Estimado huésped nos hubiera gustado cubrir mejor sus expectativas. Para nosotros es importante que los clientes se vayan satisfechos. Si sentía frío en el restaurante sólo con haberlo comentado al responsable de sala se hubiera dado mas temperatura o conectado mas máquinas. Es difícil acertar con la temperatura ya que hay clientes (sobre todo extranjeros) que quieren mas frío y otros como usted mas calidez. Ya que no hay ningún aspecto (excepto decoración del hotel) que no le haya desagradado esperamos que primen los aspectos como comodidad personal e instalaciones para poder visitarnos en un futuro.,bad
Sercotel Gran Hotel Luna de Granada,Casi perfecto. Estimados huéspedes agradecerle que aun habiendo pasado tiempo desde su estancia nos haya dedicado unos minutos a hacer una valoración del establecimiento. Nos congratula que hayamos cubierto sus expectativas aunque la invitamos a que en una futura ocasión nos solicite ver algún tipo de habitación mas para que su satisfacción sea total. Esperamos verlos próximamente. Atentamente Juan M. López Dirección Sercotel Gran Hotel Luna de Granada ,bad
abba Granada Hotel,Un poco decepcionado. Estimado Arturo,bad
Senator Granada Spa Hotel,Buena calidad y precio. Estimada huésped,good
Senator Granada Spa Hotel,Nos anularon la reserva y en el spa hace frio. Estimado Huésped,good
Senator Granada Spa Hotel,Oferta spa con merienda incluida. Estimado Huésped,good
Senator Granada Spa Hotel,Un gran hotel. Estimado Huésped,good
Senator Granada Spa Hotel,Hotel en perfecta ubicación. . Estimado Huésped,good
abba Granada Hotel,¡Hotel perfecto para una escapada!. Estimada Sandrine,bad
Hotel Inglaterra,MUY buena relacion precio-calidad. Hemos tenido el privilegio de tener una habitación con las ventanas con vista a la Alhambra. El hotel está en pleno centro muy cómodo llegar a pié a todos lados cerca además del Albacin y de Plaza Nueva lugares con mucha oferta para salir de tapas. Consejo tomar una habitación con la ventanas opuestas a la calle que de noche es un poco ruidosa sobretodo los fines de semana.,good
Hotel Inglaterra,Hotel céntrico y muy cómodo. hotel sencillo algo antiguo pero con todas las comodidades para disfrutar de Granada,good
Hotel Inglaterra,BONITO VIAJE. He estado en este hotel varias veces cuando pertenecía a la cadena NH tiene una ubicación magnífica junto a la catedral y rodeado de lugares fantásticos para tapear hotel funcional buena calidad de cama y de descanso excelente desayuno buffet así como el trato del personal.,good
Hotel Inglaterra,Perfecto. Habitación muy limpia y bonitas vistas  silenciosa para descansar.,good
Los Tilos,Ideal para descansar. No ha podido gustarnos mas. La ubicación sencillamente es perfecta lo teníamos todo a tiro porque esta en el centro centro. Esta muy limpio y han sido muy agradables en el trato la recepcionista es encantadora. Las camas son muy cómodas. Un desayuno buffet super completo y todo riquisimo. Tiene unas vistas muy agradables y el precio es genial (fuimos la primera semana de septiembre) . Lo recomiendo sin duda alguna,good
Sercotel Gran Hotel Luna de Granada,Bueno y tranquilo. Estimado José Francisco agradecerle su estancia y positiva valoración global del nuestro establecimiento. Respecto al checkin como es lógico intentamos dar las habitaciones lo antes posible incluso antes pero en épocas como esta Semana Santa de alta demanda al tener permitida la salida hasta las 12 los clientes pues se dilata un poco la entrega. Lamentamos los inconvenientes. Esperamos poder volver a verles en una futura ocasión. Juan M. López Dirección Sercotel Gran Hotel Luna de Granada,bad
Sercotel Gran Hotel Luna de Granada,BASTANTE BIEN EN GERERAL. Estimado Carlos lo primero empezar por el final de su reseña su intención de repetir y recomendarnos lo cual le agradecemos y nos motiva. Respecto a lo que comenta del SPA es una dependencia que está en otra zona distinta de la piscina climatizada en la primera planta dentro del hotel por supuesto. El Spa es de pago la piscina climatizada si es gratuita. Respecto a aparcar dentro del Corte Inglés además de tener que comprar en él para tener ese descuento lo que sí hay que comentar es que no se podría hacer uso del coche ni sacarlo desde las 22 horas que cierran hasta las 9:30 que abren lo cual hay que tener claro también. ,bad
abba Granada Hotel,Hotel moderno con clase. Estimado José Antonio,bad
